Address,SBL #,Sale Price,Sale Date,Total Assessed Value,Property Type Building Style,Lot Size,Year Built,SQFT,Bedrooms-Baths-Fireplaces
"55 DOYLE, Buffalo",77.26-5-5,"$65,000 ",6/18/2002,"$64,000 ",Residential - 1 Family Res,45 x 112,1946,"1,341",3/1/2000
"178 AMBER, Buffalo",133.47-1-28,"$45,000 ",6/18/2002,"$47,500 ",Residential - 1 Family Res,29.5 x 127,1920,"1,225",3/1/2000
"265 BABCOCK, Buffalo",123.29-3-30,"$20,000 ",6/19/2002,"$28,600 ",Residential - 1 Family Res,30 x 125,1850,"1,545",3/1/2000
"264 ROSLYN, Buffalo",90.81-4-12,"$40,560 ",6/20/2002,"$36,300 ",Residential - 1 Family Res,30 x 100,1923,"1,245",4/1/2000
"98 MONTGOMERY, Buffalo",111.75-1-25,"$27,000 ",6/20/2002,"$26,000 ",Residential - 2 Family Res,25.65 x 106,1900,"2,182",8/2/2000
"47 SCHILLER, Buffalo",112.59-2-29,"$39,500 ",6/21/2002,"$45,000 ",Residential - 1 Family Res,30 x 129,1910,"1,532",2/1/2000
"1088 DELAWARE, Buffalo",100.39-1-32./12C,"$65,000 ",6/21/2002,"$27,300 ",Commercial - Apartment,2 x 215,1990,713,1/1/2000
"276 WELLINGTON, Buffalo",78.58-2-6,"$110,900 ",6/21/2002,"$120,000 ",Residential - 2 Family Res,36 x 131,1915,"2,724",6/2/2000
"71 JEWETT PKWY, Buffalo",89.35-5-26,"$257,750 ",6/24/2002,"$270,000 ",Residential - 1 Family Res,100 x 172,1912,"3,547",5 / 4.5 / 0
"20 SIRRET, Buffalo",123.78-8-37,"$45,000 ",6/25/2002,"$48,900 ",Residential - 1 Family Res,50 x 104,1958,"1,023",2/1/2000
"60 RODNEY, Buffalo",89.36-6-19,"$25,000 ",6/25/2002,"$22,100 ",Residential - 2 Family Res,35 x 152,1910,"2,516",6/2/2000
"49 TURNER, Buffalo",133.82-3-11,"$68,000 ",6/25/2002,"$107,000 ",Residential - 1 Family Res,40 x 107,1948,"1,516",3/2/2001
"293 RIVERSIDE, Buffalo",77.57-3-13,"$44,000 ",6/25/2002,"$44,300 ",Residential - 1 Family Res,30 x 100,1938,"1,251",3/1/2000
"51 SUMNER, Buffalo",101.73-3-35,"$58,109 ",6/26/2002,"$39,900 ",Residential - 1 Family Res,34 x 138,1928,"1,303",3/1/2000
"53 CHATHAM, Buffalo",89.30-1-34,"$180,000 ",6/26/2002,"$207,000 ",Residential - 1 Family Res,40 x 127,1903,"2,257",3 / 1.5 / 0
"369 SANDERS, Buffalo",78.41-4-22,"$105,000 ",6/26/2002,"$105,000 ",Residential - 1 Family Res,33 x 125,1926,"1,584",3 / 1.5 / 0
"122 LAFAYETTE AVE, Buffalo",88.82-5-25,"$60,000 ",6/26/2002,"$55,000 ",Residential - 2 Family Res,34.5 x 125,1960,"2,376",6/2/2000
"325 NEWBURGH, Buffalo",90.74-3-44,"$60,000 ",6/27/2002,"$61,000 ",Residential - 2 Family Res,35 x 187,1920,"2,092",4/2/2000
"94 LITTLEFIELD, Buffalo",101.59-3-7.1,"$40,280 ",6/27/2002,"$40,000 ",Residential - 1 Family Res,30 x 200,1921,"1,163",3/1/2000
"850 PROSPECT, Buffalo",99.57-2-10,"$4,000 ",6/28/2002,"$5,200 ",Vacant Land - Res vac land,32 x 132,,,
"29 MARINER, Buffalo",111.21-3-8,"$29,900 ",6/28/2002,"$48,000 ",Residential - 1 Family Res,25 x 100,1920,"1,298",3/1/2000
"23 WILLOWLAWN, Buffalo",89.43-5-19,"$146,000 ",6/28/2002,"$164,900 ",Residential - 1 Family Res,48 x 115,1920,"2,195",3 / 1.5 / 1
"92 KNOX, Buffalo",78.80-1-48,"$69,100 ",6/28/2002,"$92,000 ",Residential - 1 Family Res,38 x 0,1955,"1,200",3 / 1.5 / 0
"150 MONTROSE, Buffalo",79.38-12-1,"$59,000 ",6/28/2002,"$64,000 ",Residential - 1 Family Res,35.8 x 100,1920,"1,740",3/2/2000
"130 GATCHELL, Buffalo",101.80-5-1.1,"$12,900 ",6/28/2002,"$21,400 ",Residential - 2 Family Res,83 x 110,1880,"1,512",4/2/2000
"108 SCHILLER, Buffalo",112.51-4-21,"$58,000 ",7/1/2002,"$51,000 ",Residential - 1 Family Res,30 x 129,1898,"1,355",3/1/2000
"1215 SENECA, Buffalo",123.37-3-6,"$36,050 ",7/1/2002,"$36,000 ",Residential - 2 Family Res,31 x 130,1910,"2,352",6/2/2000
"6 WOODLEY, Buffalo",79.83-1-4,"$130,000 ",7/1/2002,"$147,400 ",Residential - 1 Family Res,55 x 140,1937,"2,013",3 / 2.5 / 1
"64 LORRAINE, Buffalo",133.40-5-45,"$64,900 ",7/1/2002,"$69,000 ",Residential - 2 Family Res,40 x 110,1920,"2,730",6/2/2000
"149 PARKDALE, Buffalo",99.27-4-29,"$35,000 ",7/2/2002,"$42,000 ",Residential - 1 Family Res,33 x 134,1877,"1,370",2/1/2000
"288 CROWLEY, Buffalo",77.50-3-18,"$44,900 ",7/3/2002,"$43,400 ",Residential - 1 Family Res,30 x 100,1927,"1,134",3/1/2000
"143 HUMBER, Buffalo",90.62-3-42,"$35,000 ",7/3/2002,"$39,000 ",Residential - 1 Family Res,35 x 125,1920,"1,493",3/2/2000
"44 CROSSMAN SOUTH, Buffalo",101.43-7-17,"$37,000 ",7/3/2002,"$37,000 ",Residential - 1 Family Res,30 x 104,1925,"1,496",4/1/2000
"25 GEARY, Buffalo",123.81-9-7,"$55,000 ",7/3/2002,"$58,100 ",Residential - 2 Family Res,32 x 100,1910,"2,314",6/2/2002
"2154 BAILEY, Buffalo",101.41-1-20.1,"$25,000 ",7/7/2002,"$8,750 ",Vacant Land - Vacant comm,60 x 106.33,,,
"42 ASHLAND, Buffalo",100.61-3-5,"$138,000 ",7/8/2002,"$165,000 ",Residential - 1 Family Res,42.33 x 170,1900,"3,769",4 / 3.5 / 2
"719 CRESCENT, Buffalo",78.82-1-50,"$119,900 ",7/8/2002,"$155,000 ",Residential - 1 Family Res,40 x 140,1925,"1,512",3/1/2001
"72 POPLAR, Buffalo",101.58-5-19.1,"$50,800 ",7/9/2002,"$51,000 ",Residential - 2 Family Res,36 x 148.8,1941,"2,696",6/2/2000
"33 BUTLER, Buffalo",100.34-3-10,"$26,500 ",7/9/2002,"$41,600 ",Residential - 2 Family Res,35 x 105,1920,"2,658",6/2/2000
"1256 HERTEL, Buffalo",78.64-3-22,"$50,000 ",7/10/2002,"$115,000 ",Commercial - >1use sm bld,50 x 100,,,
"56 SUMMIT, Buffalo",89.42-2-9,"$96,907 ",7/10/2002,"$120,000 ",Residential - 2 Family Res,46 x 0,1904,"2,040",5/2/2002
"28 PERU, Buffalo",112.80-1-4,"$1,000 ",7/12/2002,"$3,000 ",Vacant Land - Vacant indus,30 x 107.5,,,
"117 BEDFORD, Buffalo",89.06-1-38,"$199,000 ",7/12/2002,"$270,000 ",Residential - 1 Family Res,50 x 147,1951,"2,902",3 / 2.5 / 1
"63 TIOGA, Buffalo",78.71-2-41,"$72,000 ",7/12/2002,"$110,000 ",Residential - 2 Family Res,33.33 x 155,1920,"2,778",6/2/2000
"240 WOODBRIDGE, Buffalo",78.83-2-7,"$250,000 ",7/15/2002,"$284,000 ",Residential - 1 Family Res,56 x 150,1927,"2,526",3 / 1.5 / 0
"103 MACAMLEY, Buffalo",133.23-1-6,"$28,000 ",7/16/2002,"$53,000 ",Residential - 2 Family Res,30 x 125,1910,"2,826",4/2/2000
"752 MILITARY, Buffalo",77.43-1-11,"$365,000 ",7/17/2002,"$444,300 ",Industrial - Manufacture,289.78 x 0,,,
"44 ARDMORE, Buffalo",88.84-4-46,"$69,500 ",7/17/2002,"$122,000 ",Residential - 2 Family Res,32 x 130,1900,"2,474",5/2/2000
"34 WHITEHALL, Buffalo",133.73-6-23,"$65,000 ",7/17/2002,"$88,000 ",Residential - 1 Family Res,35 x 115,1929,"1,248",3/2/2000
"514 DOAT, Buffalo",101.51-2-16,"$35,000 ",7/17/2002,"$44,000 ",Residential - 2 Family Res,28 x 120,1918,"2,243",5/2/2000
"24 HOMER, Buffalo",78.63-3-20,"$82,500 ",7/18/2002,"$95,000 ",Residential - 1 Family Res,36 x 150,1920,"1,581",3 / 1.5 / 0
"11 STRATFORD, Buffalo",78.55-2-32,"$77,000 ",7/18/2002,"$95,000 ",Residential - 2 Family Res,35 x 109,1925,"2,376",6/2/2000
"20 DOWNING, Buffalo",133.71-5-42,"$59,900 ",7/19/2002,"$65,300 ",Residential - 1 Family Res,35 x 105,1925,"1,468",3/1/2000
"38 KNOX, Buffalo",78.79-1-25,"$78,000 ",7/19/2002,"$120,000 ",Residential - 2 Family Res,39 x 149,1922,"2,749",6/2/2000
"31 CAMPBELL, Buffalo",78.42-2-25,"$55,000 ",7/19/2002,"$64,000 ",Residential - 1 Family Res,43 x 120,1953,725,2/1/2000
"94 BLOOMFIELD, Buffalo",133.48-1-42,"$60,000 ",7/22/2002,"$61,300 ",Residential - 1 Family Res,40 x 120,1920,"1,107",3/1/2000
"258 DEWEY, Buffalo",89.52-4-16,"$21,000 ",7/22/2002,"$35,100 ",Residential - 1 Family Res,34 x 252,1935,"1,534",3/1/2000
"631 HIGHGATE, Buffalo",79.66-3-21,"$58,000 ",7/23/2002,"$58,000 ",Residential - 2 Family Res,32 x 110,1928,"1,897",4/2/2000
"55 BRUCE, Buffalo",79.46-6-30,"$55,000 ",7/25/2002,"$55,000 ",Residential - 1 Family Res,38 x 60,1925,"1,071",3/1/2000
"198 ONEIDA, Buffalo",111.68-2-50,"$7,500 ",7/25/2002,"$14,200 ",Residential - 1 Family Res,25 x 100,1872,"1,107",4/1/2000
"25 MCKINLEY PKWY, Buffalo",133.80-3-16.21,"$124,000 ",7/25/2002,"$124,000 ",Residential - 1 Family Res,10.44 x 0,1929,"1,901",3 / 1.5 / 0
"232 NEWFIELD, Buffalo",77.33-5-11,"$44,000 ",7/25/2002,"$50,000 ",Residential - 2 Family Res,30 x 117.9,1926,"1,644",4/2/2000
"34 DOWNING, Buffalo",133.71-5-38,"$58,000 ",7/25/2002,"$69,000 ",Residential - 1 Family Res,35 x 105,1930,"1,540",3 / 1.5 / 0
"70 MANHART, Buffalo",90.64-2-44,"$42,544 ",7/26/2002,"$39,000 ",Residential - 2 Family Res,35 x 127,1920,"1,629",3/2/2000
"1088 DELAWARE, Buffalo",100.39-1-32./105,"$237,000 ",7/26/2002,"$3,600 ",Vacant Land - Com vac w/imp,1 x 215,,,
"503 ONTARIO, Buffalo",77.42-5-4,"$30,000 ",7/29/2002,"$35,300 ",Commercial - Auto body,70 x 126,,,
"153 ANDERSON, Buffalo",100.38-4-3,"$131,500 ",7/29/2002,"$210,000 ",Residential - 1 Family Res,36.57 x 140,1900,"2,187",3 / 2.5 / 1
"188 NEWFIELD, Buffalo",77.33-6-25,"$54,000 ",7/29/2002,"$52,000 ",Residential - 1 Family Res,30 x 107.3,1920,"1,349",2/1/2000
"84 RUGBY, Buffalo",78.72-4-8,"$82,000 ",7/29/2002,"$110,000 ",Residential - 2 Family Res,33.93 x 176,1925,"2,696",6/2/2000
"269 ABBOTT, Buffalo",133.23-4-7.1,"$86,450 ",7/29/2002,"$80,400 ",Residential - 1 Family Res,90 x 120,1935,"2,028",4/3/2001
"27 PAWNEE, Buffalo",123.65-3-15,"$64,000 ",7/29/2002,"$67,000 ",Residential - 1 Family Res,35 x 100,1925,"1,677",4/1/2001
"44 BIDWELL, Buffalo",89.77-6-7,"$190,000 ",7/30/2002,"$245,000 ",Residential - 3 Family Res,46 x 0,1900,"4,412",6/4/2000
"30 PAVONIA, Buffalo",77.76-1-18,"$39,100 ",7/31/2002,"$39,000 ",Residential - 1 Family Res,31.5 x 130,1920,"1,087",3/1/2000
"397 IDEAL, Buffalo",112.26-5-33,"$53,190 ",8/1/2002,"$50,500 ",Residential - 1 Family Res,30 x 134,1920,"1,517",3/1/2000
"1248 KENMORE, Buffalo",78.40-1-1,"$11,500 ",8/1/2002,"$21,000 ",Community Service - Educatn fac,30 x 108,,,
"265 FRANKLIN, Buffalo",111.38-2-19,"$160,000 ",8/1/2002,"$175,000 ",Commercial - Det row bldg,40 x 110,,,
"720 TACOMA, Buffalo",78.67-2-12,"$107,000 ",8/1/2002,"$118,000 ",Residential - 2 Family Res,38 x 150,1925,"2,776",6/2/2000
"86 OAKWOOD WEST, Buffalo",89.42-3-2,"$115,000 ",8/1/2002,"$143,000 ",Residential - 1 Family Res,35 x 91,1908,"1,905",3 / 1.5 / 1
"508 FRANKLIN, Buffalo",100.78-8-6,"$154,000 ",8/5/2002,"$175,000 ",Commercial - Apartment,48 x 120.73,,,
"54 FREDRO, Buffalo",123.41-2-25,"$42,000 ",8/5/2002,"$49,000 ",Residential - 2 Family Res,30 x 100,1900,"2,056",5/2/2000
"193 LEGION SOUTH, Buffalo",123.71-4-20,"$51,000 ",8/8/2002,"$59,000 ",Residential - 1 Family Res,42 x 110,1955,"1,020",3/1/2000
"18 TERESA, Buffalo",133.34-1-20,"$56,500 ",8/9/2002,"$56,500 ",Residential - 1 Family Res,31 x 101,1920,"1,705",4/2/2000
"71 ROYAL, Buffalo",77.56-3-20,"$55,000 ",8/9/2002,"$52,000 ",Residential - 2 Family Res,30 x 110,1917,"2,152",6/2/2000
"65 WILLIAM PRICE PKWY, Buffalo",79.70-4-17,"$201,347 ",8/12/2002,"$201,000 ",Residential - 1 Family Res,57 x 87.8,2002,"2,267",4 / 2.5 / 1
"344 ELMWOOD, Buffalo",100.61-4-2,"$154,000 ",8/12/2002,"$165,000 ",Residential - 3 Family Res,39 x 145,1880,"2,850",6/3/2000
"66 LEONARD, Buffalo",90.34-3-2,"$61,500 ",8/12/2002,"$61,000 ",Residential - 2 Family Res,34 x 175,1940,"2,576",6/2/2000
"126 EVELYN, Buffalo",77.42-3-16,"$42,400 ",8/12/2002,"$40,000 ",Residential - 1 Family Res,45 x 107,1925,915,3/1/2000
"21 RIDGEWOOD, Buffalo",133.63-4-1,"$57,000 ",8/13/2002,"$65,000 ",Residential - 1 Family Res,55.64 x 0,1940,"1,998",3 / 1.5 / 0
"106 COLUMBUS, Buffalo",133.40-1-10,"$44,845 ",8/14/2002,"$58,600 ",Residential - 2 Family Res,35 x 107,1920,"2,390",6/2/2000
"54 BERWYN, Buffalo",90.48-2-57,"$37,500 ",8/14/2002,"$36,600 ",Residential - 2 Family Res,32 x 124,1946,"1,640",4/2/2000
"340 COMMONWEALTH, Buffalo",78.48-3-2,"$87,000 ",8/14/2002,"$95,000 ",Residential - 2 Family Res,35.92 x 117,1920,"2,288",6/2/2000
"2 FAIRCHILD, Buffalo",78.71-3-31,"$60,000 ",8/14/2002,"$80,000 ",Residential - 2 Family Res,37 x 99,1920,"2,112",6/2/2000
"21 CLAYTON, Buffalo",77.59-3-8,"$51,900 ",8/15/2002,"$60,000 ",Residential - 1 Family Res,30 x 134,1966,"1,363",3 / 1.5 / 0
"111 BOGARDUS, Buffalo",112.49-2-28,"$50,000 ",8/15/2002,"$50,000 ",Residential - 1 Family Res,35 x 141,1920,"1,848",4 / 1.5 / 0
"2 DOMEDION AVE, Buffalo",101.43-2-20,"$49,820 ",8/15/2002,"$40,000 ",Residential - 1 Family Res,30 x 110,1918,"1,397",3/1/2000
"15 CULVER, Buffalo",133.63-3-1,"$43,300 ",8/16/2002,"$70,800 ",Residential - 1 Family Res,40.4 x 112,1957,"1,248",4/1/2000
"95 WILLIAM PRICE PKWY, Buffalo",79.78-3-11,"$193,925 ",8/16/2002,"$193,000 ",Residential - 1 Family Res,57 x 82,2002,"2,388",4 / 2.5 / 1
"52 CARLYLE, Buffalo",133.74-3-17,"$90,000 ",8/16/2002,"$96,300 ",Residential - 3 Family Res,57 x 158,1924,"2,538",6/3/2000
"168 MCKINLEY PKWY, Buffalo",133.72-2-39,"$95,200 ",8/16/2002,"$94,000 ",Residential - 1 Family Res,36 x 118,1913,"1,331",3/1/2000
"176 DORCHESTER, Buffalo",88.84-3-1,"$100,000 ",8/16/2002,"$175,000 ",Residential - 1 Family Res,35.62 x 110,1920,"2,514",4 / 1.5 / 0
"19 MILFORD, Buffalo",133.24-7-4,"$55,000 ",8/16/2002,"$70,900 ",Residential - 1 Family Res,30 x 128,1905,"1,524",4 / 1.5 / 0
"170 PADEREWSKI, Buffalo",111.43-6-31,"$8,000 ",8/19/2002,"$1,500 ",Vacant Land - Res vac land,28 x 100,,,
"562 PARKSIDE, Buffalo",78.74-2-30,"$145,000 ",8/20/2002,"$149,000 ",Residential - 1 Family Res,50 x 184,1912,"2,275",5 / 1.5 / 1
"16 NEWMAN, Buffalo",133.43-7-11,"$41,200 ",8/20/2002,"$63,100 ",Residential - 1 Family Res,30 x 135,1880,"1,470",4/1/2001
"1088 DELAWARE, Buffalo",100.39-1-32./123,"$129,000 ",8/20/2002,"$3,600 ",Vacant Land - Com vac w/imp,1 x 215,,,
"70 SHEPARD, Buffalo",112.24-4-2,"$29,000 ",8/20/2002,"$26,200 ",Residential - 2 Family Res,30 x 110,1900,"1,924",3/2/2000
"422 STARIN, Buffalo",78.59-3-22,"$155,000 ",8/21/2002,"$185,000 ",Residential - 1 Family Res,38 x 140,1930,"2,487",4/2/2001
"26 LIVINGSTON, Buffalo",99.36-3-12,"$65,000 ",8/22/2002,"$87,000 ",Residential - 3 Family Res,30 x 125,1890,"3,046",3/3/2000
"81 INDIAN CHURCH, Buffalo",133.27-11-3,"$55,360 ",8/23/2002,"$61,400 ",Residential - 1 Family Res,43.5 x 130,1900,"2,080",3 / 1.5 / 0
"193 FENTON, Buffalo",123.50-4-32,"$64,000 ",8/23/2002,"$78,800 ",Residential - 1 Family Res,45 x 101,1950,"1,449",4/1/2000
"56 BRIGGS, Buffalo",77.56-3-49,"$46,000 ",8/23/2002,"$60,000 ",Residential - 1 Family Res,30 x 110,1900,"2,111",5/2/2000
"292 NORTH ST, Buffalo",100.69-1-3,"$103,000 ",8/23/2002,"$148,500 ",Commercial - Apartment,55 x 161,,,
"7 HEUSSY, Buffalo",123.70-3-23,"$45,750 ",8/23/2002,"$64,200 ",Residential - 2 Family Res,35 x 100,1930,"2,528",6/2/2000
"154 FRENCH, Buffalo",101.45-6-49,"$1,000 ",8/24/2002,"$1,100 ",Vacant Land - Res vac land,30.29 x 135,,,
"157 GREENFIELD, Buffalo",89.27-6-19,"$75,040 ",8/26/2002,"$92,000 ",Residential - 2 Family Res,40 x 135,1920,"2,633",6/2/2000
"608 RICHMOND, Buffalo",99.28-4-14,"$145,000 ",8/26/2002,"$250,000 ",Residential - 2 Family Res,47.5 x 183,1900,"4,460",4 / 2.5 / 2
"120 HUNTLEY, Buffalo",79.75-1-1,"$125,000 ",8/26/2002,"$142,900 ",Residential - 1 Family Res,55 x 274,1952,"1,878",3 / 2.5 / 1
"311 LAKEFRONT, Buffalo",110.59-1-41,"$160,000 ",8/27/2002,"$210,000 ",Residential - 1 Family Res,25 x 46.33,1988,"1,700",2 / 2.5 / 1
"34 GREENWOOD, Buffalo",88.83-6-13,"$41,500 ",8/27/2002,"$58,000 ",Residential - 2 Family Res,30 x 135,1900,"2,516",6/2/2000
"154 GREENFIELD, Buffalo",89.27-7-9,"$68,000 ",8/29/2002,"$82,000 ",Residential - 1 Family Res,30 x 132,1930,"1,418",3/1/2001
"44 EVANSTON, Buffalo",133.80-1-15,"$99,500 ",8/29/2002,"$98,500 ",Residential - 1 Family Res,55.52 x 105,1950,"1,888",4/2/2000
"194 COMMONWEALTH, Buffalo",78.56-5-16,"$109,900 ",8/29/2002,"$129,600 ",Residential - 3 Family Res,35 x 150,1925,"3,100",7 / 3.5 / 0
"201 ELMWOOD, Buffalo",100.70-1-29,"$416,000 ",8/29/2002,"$375,000 ",Commercial - Apartment,95.5 x 57,,,
"62 COOLIDGE, Buffalo",133.57-1-38,"$125,000 ",8/29/2002,"$125,000 ",Residential - 1 Family Res,40 x 116,1938,"1,314",3/2/2002
"110 ERB, Buffalo",90.83-3-19,"$39,000 ",8/29/2002,"$40,000 ",Residential - 1 Family Res,30 x 111,1930,"1,905",6/2/2000
"84 WINDSOR, Buffalo",89.62-3-8,"$212,000 ",8/29/2002,"$305,000 ",Residential - 1 Family Res,52.35 x 105,1910,"2,720",3/3/2000
"636 FERRY CIR RICHMOND, Buffalo",100.29-1-21,"$129,900 ",8/29/2002,"$185,000 ",Residential - 2 Family Res,45.51 x 85,1900,"3,202",6/3/2002
"91 REBECCA PARK, Buffalo",77.52-2-13,"$79,900 ",8/30/2002,"$103,400 ",Residential - 1 Family Res,51 x 90,1988,"1,306",3 / 1.5 / 0
"115 ONTARIO, Buffalo",77.64-5-5,"$32,000 ",8/30/2002,"$70,000 ",Residential - 2 Family Res,70 x 110,1925,"2,432",6/2/2000
"176 WINCHESTER, Buffalo",100.28-2-6,"$6,000 ",8/30/2002,"$1,100 ",Vacant Land - Vacant indus,30 x 133,,,
"311 NORWALK, Buffalo",78.50-6-25,"$72,000 ",8/30/2002,"$105,000 ",Residential - 1 Family Res,35 x 151,1900,"1,155",3/1/2000
"91 SARANAC, Buffalo",78.65-3-23,"$66,000 ",9/3/2002,"$113,000 ",Residential - 2 Family Res,55 x 175,1930,"2,720",6/2/2000
"33 PARK, Buffalo",111.22-1-3,"$72,200 ",9/4/2002,"$120,000 ",Residential - 3 Family Res,33.4 x 106,1900,"3,178",5/3/2000
"103 REBECCA PARK, Buffalo",77.52-2-15,"$94,000 ",9/5/2002,"$106,300 ",Residential - 1 Family Res,56 x 71,1988,"1,588",4 / 1.5 / 0
"454 TAUNTON, Buffalo",78.51-1-16,"$59,000 ",9/5/2002,"$80,000 ",Residential - 1 Family Res,33.5 x 130,1925,"1,198",2/1/2000
"787 PROSPECT, Buffalo",99.58-2-39,"$48,000 ",9/6/2002,"$52,000 ",Residential - 2 Family Res,39.5 x 200,1897,"3,216",6/2/2000
"580 EGGERT, Buffalo",79.82-2-25,"$40,000 ",9/6/2002,"$48,900 ",Residential - 2 Family Res,30 x 114,1925,"1,655",3/2/2000
"1088 DELAWARE, Buffalo",100.39-1-32./135,"$128,000 ",9/10/2002,"$3,600 ",Vacant Land - Com vac w/imp,1 x 215,,,
"346 VILLA, Buffalo",78.41-1-27,"$67,900 ",9/10/2002,"$94,000 ",Residential - 1 Family Res,35 x 125,1925,"1,408",3/1/2000
"67 FRANK, Buffalo",123.74-4-31,"$45,000 ",9/11/2002,"$66,300 ",Residential - 1 Family Res,45 x 100,1951,"1,284",4/1/2000
"221 BRINKMAN, Buffalo",101.57-2-30,"$25,000 ",9/12/2002,"$25,000 ",Residential - 2 Family Res,30 x 115,1920,"2,272",5/2/2000
"296 DELAVAN WEST, Buffalo",88.83-4-2,"$28,900 ",9/12/2002,"$56,000 ",Residential - 2 Family Res,31 x 109,1900,"2,468",6/2/2000
"367 ROSLYN, Buffalo",90.74-2-44,"$42,000 ",9/12/2002,"$57,400 ",Residential - 2 Family Res,35 x 110,1929,"2,034",4/2/2000
"57 DASH, Buffalo",123.79-8-31,"$45,000 ",9/13/2002,"$53,400 ",Residential - 2 Family Res,32 x 124,1925,"2,436",6/2/2000
"155 HINMAN, Buffalo",78.38-6-30,"$65,000 ",9/13/2002,"$74,000 ",Residential - 1 Family Res,40 x 120,1950,"1,203",4/2/2000
"479 WILLETT, Buffalo",123.27-2-15,"$43,000 ",9/16/2002,"$59,900 ",Residential - 2 Family Res,45 x 113,1920,"2,068",6/2/2000
"230 CARMEL, Buffalo",78.52-3-3,"$65,920 ",9/16/2002,"$71,900 ",Residential - 1 Family Res,43.5 x 126,1945,930,3 / 1.5 / 0
"309 NORTH ST, Buffalo",100.69-6-11./4,"$45,000 ",9/16/2002,"$25,600 ",Commercial - Apartment,4 x 630,1950,960,1/1/2000
"2 WOODLEY, Buffalo",79.83-1-5,"$154,900 ",9/17/2002,"$187,000 ",Residential - 1 Family Res,63.59 x 0,1925,"2,598",3 / 1.5 / 1
"176 PRIES, Buffalo",133.30-4-42,"$29,000 ",9/17/2002,"$52,700 ",Residential - 1 Family Res,30 x 102,1910,"1,380",4 / 1.5 / 0
"33 SHIRLEY, Buffalo",79.79-1-10,"$54,000 ",9/18/2002,"$55,000 ",Residential - 1 Family Res,35 x 135,1928,"1,427",3/1/2000
"271 LINCOLN, Buffalo",89.05-3-19,"$211,000 ",9/18/2002,"$290,000 ",Residential - 1 Family Res,55 x 175,1928,"2,059",3 / 2.5 / 1
"40 LORRAINE, Buffalo",133.40-5-51,"$64,000 ",9/19/2002,"$75,300 ",Residential - 1 Family Res,40 x 110,1951,"1,341",3 / 1.5 / 0
"264 LA SALLE, Buffalo",79.71-4-10,"$69,900 ",9/19/2002,"$73,000 ",Residential - 1 Family Res,40 x 130,1920,"2,082",4 / 1.5 / 0
"126 MICHIGAN, Buffalo",122.05-7-3,"$40,000 ",9/20/2002,"$35,000 ",Commercial - Diner/lunch,25 x 80,,,
"1088 DELAWARE, Buffalo",100.39-1-32./125,"$130,000 ",9/20/2002,"$3,600 ",Vacant Land - Com vac w/imp,1 x 215,,,
"6 TERESA, Buffalo",133.34-1-23,"$50,000 ",9/20/2002,"$61,000 ",Residential - 2 Family Res,34 x 101,1920,"2,750",8/2/2000
"284 HASTINGS, Buffalo",90.35-5-14,"$48,000 ",9/23/2002,"$54,000 ",Residential - 2 Family Res,34 x 105,1928,"2,199",5/2/2000
"16 COTTAGE, Buffalo",111.21-7-24.2,"$37,000 ",9/24/2002,"$48,000 ",Residential - 2 Family Res,37 x 93,1890,"1,646",3/2/2000
"60 UNGER, Buffalo",123.63-2-15,"$57,500 ",9/24/2002,"$59,600 ",Residential - 1 Family Res,32 x 163,1910,"1,426",3/1/2000
"845 PERRY, Buffalo",122.43-1-9,"$40,000 ",9/24/2002,"$2,100 ",Vacant Land - Res vac land,26 x 175,,,
"255 MILLICENT, Buffalo",90.42-4-21,"$40,000 ",9/25/2002,"$47,000 ",Residential - 1 Family Res,35 x 105,1928,"1,491",3/1/2000
"1350 AMHERST ST, Buffalo",78.81-4-9,"$187,500 ",9/25/2002,"$210,000 ",Residential - 1 Family Res,60 x 150,1920,"3,332",4 / 2.5 / 2
"323 WELLINGTON, Buffalo",78.50-4-17,"$88,900 ",9/26/2002,"$131,000 ",Residential - 2 Family Res,55.47 x 132,1922,"2,860",6/2/2000
"248 HERKIMER, Buffalo",99.26-5-7,"$32,000 ",9/26/2002,"$38,000 ",Residential - 1 Family Res,30 x 143,1900,"1,736",3/2/2000
"36 CUSHING, Buffalo",133.66-5-25,"$74,000 ",9/26/2002,"$75,700 ",Residential - 2 Family Res,33 x 112,1935,"1,617",4/2/2000
"78 ALDRICH, Buffalo",133.79-3-16,"$58,000 ",9/27/2002,"$62,700 ",Residential - 1 Family Res,30 x 121,1902,"1,564",4/1/2000
"707 RICHMOND, Buffalo",89.77-1-20,"$112,000 ",9/27/2002,"$130,000 ",Residential - 2 Family Res,32 x 104,1900,"1,765",4/2/2000
"1116 PARKSIDE, Buffalo",79.45-1-11,"$91,000 ",9/27/2002,"$105,000 ",Residential - 2 Family Res,39 x 130,1925,"2,386",6/2/2000
"107 HIGHLAND, Buffalo",100.38-1-22,"$152,500 ",9/30/2002,"$260,000 ",Residential - 2 Family Res,43 x 127,1867,"3,815",6/2/2000
"551 LAFAYETTE AVE, Buffalo",100.21-3-4,"$354,000 ",9/30/2002,"$358,000 ",Residential - 1 Family Res,50 x 250,1900,"4,943",6 / 4.5 / 1
"236 WYOMING, Buffalo",90.79-1-9,"$25,000 ",9/30/2002,"$28,000 ",Residential - 2 Family Res,30 x 118,1927,"2,400",6/2/2000
